Date,Gain
4/1/2019,7.18
4/1/2019,6.762
4/1/2019,31.99
4/1/2019,4.4155
4/1/2019,7.18
5/1/2019,9.675
5/1/2019,5.622
5/1/2019,11.1475
5/1/2019,17.829
5/1/2019,9.675
6/1/2019,9.191
6/1/2019,7.204
6/1/2019,3.574
6/1/2019,39.7125
6/1/2019,9.191
7/1/2019,6.096
7/1/2019,49.26
7/1/2019,0.7715
7/1/2019,2.531
7/1/2019,6.096
8/1/2019,21.033
8/1/2019,12.498
8/1/2019,1.616
8/1/2019,29.976
8/1/2019,21.033
9/1/2019,12.624
9/1/2019,10.863
9/1/2019,26.1415
9/1/2019,8.335
9/1/2019,12.624
10/1/2019,16.7725
10/1/2019,9.711
10/1/2019,3.82
10/1/2019,37.22
10/1/2019,16.7725
11/1/2019,24.175
11/1/2019,44.6
11/1/2019,16.2155
11/1/2019,22.428
11/1/2019,24.175
12/1/2019,15.921
12/1/2019,16.968
12/1/2019,23.288
12/1/2019,18.945
12/1/2019,15.921
13/01/2019,33.4215
13/01/2019,22.353
13/01/2019,30.2085
13/01/2019,12.858
13/01/2019,33.4215
14/01/2019,19.396
14/01/2019,9.925
14/01/2019,29.8865
14/01/2019,27.6115
14/01/2019,19.396
15/01/2019,4.73
15/01/2019,40.605
15/01/2019,20.652
15/01/2019,22.37
15/01/2019,4.73
16/01/2019,16.466
16/01/2019,24.665
16/01/2019,36.78
16/01/2019,13.8135
16/01/2019,16.466
17/01/2019,2.661
17/01/2019,29.583
17/01/2019,3.626
17/01/2019,17.187
17/01/2019,2.661
18/01/2019,24.9225
18/01/2019,27.951
18/01/2019,8.226
18/01/2019,13.304
18/01/2019,24.9225
19/01/2019,14.978
19/01/2019,25.893
19/01/2019,2.896
19/01/2019,44.919
19/01/2019,14.978
20/01/2019,10.235
20/01/2019,20.51
20/01/2019,5.102
20/01/2019,22.84
20/01/2019,10.235
21/01/2019,3.791
21/01/2019,13.335
21/01/2019,11.7375
21/01/2019,12.6975
21/01/2019,3.791
22/01/2019,14.031
22/01/2019,3.5455
22/01/2019,21.595
22/01/2019,3.528
22/01/2019,14.031
23/01/2019,16.16
23/01/2019,7.239
23/01/2019,35.69
23/01/2019,32.858
23/01/2019,16.16
24/01/2019,24.3315
24/01/2019,21.4775
24/01/2019,28.116
24/01/2019,8.425
24/01/2019,24.3315
25/01/2019,6.377
25/01/2019,28.4585
25/01/2019,24.1255
25/01/2019,2.689
25/01/2019,6.377
26/01/2019,12.072
26/01/2019,12.06
26/01/2019,21.783
26/01/2019,8.9525
26/01/2019,12.072
27/01/2019,18.975
27/01/2019,6.354
27/01/2019,8.2005
27/01/2019,10.572
27/01/2019,18.975
28/01/2019,3.841
28/01/2019,12.854
28/01/2019,4.03
28/01/2019,5.9865
28/01/2019,3.841
29/01/2019,26.13
29/01/2019,6.951
29/01/2019,21.51
29/01/2019,3.285
29/01/2019,26.13
30/01/2019,3.987
30/01/2019,4.083
30/01/2019,13.197
30/01/2019,12.57
30/01/2019,3.987
31/01/2019,19.375
31/01/2019,15.536
31/01/2019,3.32
31/01/2019,4.208
31/01/2019,19.375
1/2/2019,13.5675
1/2/2019,9.298
1/2/2019,8.64
1/2/2019,19.773
1/2/2019,13.5675
2/2/2019,6.1155
2/2/2019,3.616
2/2/2019,13.2945
2/2/2019,14.8995
2/2/2019,6.1155
3/2/2019,12.318
3/2/2019,9.459
3/2/2019,21.036
3/2/2019,22.7205
3/2/2019,12.318
4/2/2019,8.658
4/2/2019,10.342
4/2/2019,1.676
4/2/2019,13.806
4/2/2019,8.658
5/2/2019,11.829
5/2/2019,7.851
5/2/2019,8.767
5/2/2019,7.9
5/2/2019,11.829
6/2/2019,9.244
6/2/2019,10.765
6/2/2019,22.09
6/2/2019,44.397
6/2/2019,9.244
7/2/2019,0.699
7/2/2019,29.805
7/2/2019,11.2005
7/2/2019,4.599
7/2/2019,0.699
8/2/2019,9.9375
8/2/2019,3.655
8/2/2019,23.5325
8/2/2019,2.089
8/2/2019,9.9375
9/2/2019,34.2265
9/2/2019,13.959
9/2/2019,35.1315
9/2/2019,0.775
9/2/2019,34.2265
10/2/2019,13.452
10/2/2019,8.484
10/2/2019,33.512
10/2/2019,14.523
10/2/2019,13.452
11/2/2019,3.4475
11/2/2019,2.279
11/2/2019,9.658
11/2/2019,3.333
11/2/2019,3.4475
12/2/2019,13.742
12/2/2019,11.28
12/2/2019,19.884
12/2/2019,3.827
12/2/2019,13.742
13/02/2019,11.306
13/02/2019,14.52
13/02/2019,3.406
13/02/2019,14.985
13/02/2019,11.306
14/02/2019,5.955
14/02/2019,2.223
14/02/2019,15.655
14/02/2019,12.1515
14/02/2019,5.955
15/02/2019,17.105
15/02/2019,7.83
15/02/2019,27.396
15/02/2019,2.37
15/02/2019,17.105
16/02/2019,2.187
16/02/2019,20.997
16/02/2019,21.968
16/02/2019,8.6225
16/02/2019,2.187
17/02/2019,5.2425
17/02/2019,9.2125
17/02/2019,12.048
17/02/2019,42.315
17/02/2019,5.2425
18/02/2019,3.876
18/02/2019,7.032
18/02/2019,4.336
18/02/2019,12.9185
18/02/2019,3.876
19/02/2019,20.372
19/02/2019,4.154
19/02/2019,5.611
19/02/2019,30.478
19/02/2019,20.372
20/02/2019,4.8055
20/02/2019,3.2495
20/02/2019,20.736
20/02/2019,12.012
20/02/2019,4.8055
21/02/2019,9.076
21/02/2019,38.78
21/02/2019,39.48
21/02/2019,8.613
21/02/2019,9.076
22/02/2019,4.0755
22/02/2019,16.353
22/02/2019,1.537
22/02/2019,4.992
22/02/2019,4.0755
23/02/2019,5.722
23/02/2019,18.1615
23/02/2019,18.792
23/02/2019,14.932
23/02/2019,5.722
24/02/2019,8.827
24/02/2019,6.35
24/02/2019,25.5105
24/02/2019,7.98
24/02/2019,8.827
25/02/2019,5.79
25/02/2019,18.7775
25/02/2019,9.0045
25/02/2019,1.2725
25/02/2019,5.79
26/02/2019,12.6075
26/02/2019,9.958
26/02/2019,5.679
26/02/2019,3.3885
26/02/2019,12.6075
27/02/2019,48.605
27/02/2019,1.5305
27/02/2019,41.315
27/02/2019,11.918
27/02/2019,48.605
28/02/2019,10.168
28/02/2019,5.789
28/02/2019,31.99
28/02/2019,11.63
28/02/2019,10.168
1/3/2019,0.814
1/3/2019,1.448
1/3/2019,11.1475
1/3/2019,43.866
1/3/2019,0.814
2/3/2019,18.2745
2/3/2019,44.5365
2/3/2019,3.574
2/3/2019,34.986
2/3/2019,18.2745
3/3/2019,18.6095
3/3/2019,13.983
3/3/2019,0.7715
3/3/2019,33.7295
3/3/2019,18.6095
4/3/2019,3.1305
4/3/2019,4.0465
4/3/2019,1.616
4/3/2019,15.9275
4/3/2019,3.1305
5/3/2019,16.8175
5/3/2019,33.725
5/3/2019,26.1415
5/3/2019,1.476
5/3/2019,16.8175
6/3/2019,45.325
6/3/2019,17.424
6/3/2019,3.82
6/3/2019,24.8
6/3/2019,45.325
7/3/2019,6.908
7/3/2019,21.78
7/3/2019,16.2155
7/3/2019,41.17
7/3/2019,6.908
8/3/2019,4.327
8/3/2019,21.9775
8/3/2019,23.288
8/3/2019,30.148
8/3/2019,4.327
9/3/2019,7.038
9/3/2019,29.559
9/3/2019,30.2085
9/3/2019,14.14
9/3/2019,7.038
10/3/2019,33.439
10/3/2019,13.038
10/3/2019,29.8865
10/3/2019,38.3
10/3/2019,33.439
11/3/2019,2.372
11/3/2019,10.752
11/3/2019,20.652
11/3/2019,5.803
11/3/2019,2.372
12/3/2019,44.658
12/3/2019,4.5805
12/3/2019,36.78
12/3/2019,8.745
12/3/2019,44.658
13/03/2019,16.586
13/03/2019,33.1065
13/03/2019,3.626
13/03/2019,3.0475
13/03/2019,16.586
14/03/2019,10.197
14/03/2019,41.625
14/03/2019,8.226
14/03/2019,2.0175
14/03/2019,10.197
15/03/2019,3.408
15/03/2019,4.5675
15/03/2019,2.896
15/03/2019,48.69
15/03/2019,3.408
16/03/2019,16.344
16/03/2019,7.888
16/03/2019,5.102
16/03/2019,1.592
16/03/2019,16.344
17/03/2019,4.36
17/03/2019,6.087
17/03/2019,11.7375
17/03/2019,3.291
17/03/2019,4.36
18/03/2019,35.372
18/03/2019,41.29
18/03/2019,21.595
18/03/2019,30.919
18/03/2019,35.372
19/03/2019,40.1445
19/03/2019,7.995
19/03/2019,35.69
19/03/2019,26.1415
19/03/2019,40.1445
20/03/2019,0.639
20/03/2019,0.6045
20/03/2019,28.116
20/03/2019,3.82
20/03/2019,0.639
21/03/2019,6.685
21/03/2019,32.095
21/03/2019,24.1255
21/03/2019,16.2155
21/03/2019,6.685
22/03/2019,0.9575
22/03/2019,11.7465
22/03/2019,21.783
22/03/2019,23.288
22/03/2019,0.9575
23/03/2019,13.83
23/03/2019,8.377
23/03/2019,8.2005
23/03/2019,30.2085
23/03/2019,13.83
24/03/2019,6.861
24/03/2019,14.955
24/03/2019,4.03
24/03/2019,29.8865
24/03/2019,6.861
25/03/2019,1.3535
25/03/2019,11.9865
25/03/2019,21.51
25/03/2019,20.652
25/03/2019,1.3535
26/03/2019,1.956
26/03/2019,33.235
26/03/2019,13.197
26/03/2019,36.78
26/03/2019,1.956
27/03/2019,22.413
27/03/2019,10.1325
27/03/2019,3.32
27/03/2019,3.626
27/03/2019,22.413
28/03/2019,6.603
28/03/2019,2.31
28/03/2019,8.64
28/03/2019,8.226
28/03/2019,6.603
29/03/2019,15.9025
29/03/2019,4.4075
29/03/2019,13.2945
29/03/2019,2.896
29/03/2019,15.9025
30/03/2019,1.25
30/03/2019,7.863
30/03/2019,21.036
30/03/2019,5.102
30/03/2019,1.25
31/03/2019,4.154
31/03/2019,14.8185
31/03/2019,1.676
31/03/2019,11.7375
31/03/2019,4.154
1/4/2019,7.39
1/4/2019,35.42
1/4/2019,8.767
1/4/2019,21.595
1/4/2019,7.39
2/4/2019,34.83
2/4/2019,5.567
2/4/2019,22.09
2/4/2019,35.69
2/4/2019,34.83
3/4/2019,39.695
3/4/2019,29.008
3/4/2019,11.2005
3/4/2019,28.116
3/4/2019,39.695
4/4/2019,23.285
4/4/2019,3.0125
4/4/2019,23.5325
4/4/2019,24.1255
4/4/2019,23.285
5/4/2019,1.7945
5/4/2019,8.712
5/4/2019,35.1315
5/4/2019,21.783
5/4/2019,1.7945
6/4/2019,10.13
6/4/2019,21.063
6/4/2019,33.512
6/4/2019,8.2005
6/4/2019,10.13
7/4/2019,36.525
7/4/2019,1.6815
7/4/2019,9.658
7/4/2019,4.03
7/4/2019,36.525
8/4/2019,14.79
8/4/2019,1.549
8/4/2019,19.884
8/4/2019,21.51
8/4/2019,14.79
9/4/2019,1.131
9/4/2019,12.37
9/4/2019,3.406
9/4/2019,13.197
9/4/2019,1.131
10/4/2019,12.835
10/4/2019,18.915
10/4/2019,15.655
10/4/2019,3.32
10/4/2019,12.835
11/4/2019,27.275
11/4/2019,16.743
11/4/2019,27.396
11/4/2019,8.64
11/4/2019,27.275
12/4/2019,13.0025
12/4/2019,36.39
12/4/2019,21.968
12/4/2019,13.2945
12/4/2019,13.0025
13/04/2019,11.106
13/04/2019,16.794
13/04/2019,12.048
13/04/2019,21.036
13/04/2019,11.106
14/04/2019,1.079
14/04/2019,12.036
14/04/2019,4.336
14/04/2019,1.676
14/04/2019,1.079
15/04/2019,4.942
15/04/2019,2.3535
15/04/2019,5.611
15/04/2019,8.767
15/04/2019,4.942
16/04/2019,25.131
16/04/2019,4.9845
16/04/2019,20.736
16/04/2019,22.09
16/04/2019,25.131
17/04/2019,8.01
17/04/2019,13.2225
17/04/2019,39.48
17/04/2019,11.2005
17/04/2019,8.01
18/04/2019,21.565
18/04/2019,6.9825
18/04/2019,1.537
18/04/2019,23.5325
18/04/2019,21.565
19/04/2019,29.028
19/04/2019,2.7725
19/04/2019,18.792
19/04/2019,35.1315
19/04/2019,29.028
20/04/2019,16.11
20/04/2019,6.4455
20/04/2019,25.5105
20/04/2019,33.512
20/04/2019,16.11
21/04/2019,9.777
21/04/2019,5.999
21/04/2019,9.0045
21/04/2019,9.658
21/04/2019,9.777
22/04/2019,8.315
22/04/2019,17.625
22/04/2019,5.679
22/04/2019,19.884
22/04/2019,8.315
23/04/2019,16.814
23/04/2019,43.55
23/04/2019,41.315
23/04/2019,3.406
23/04/2019,16.814
24/04/2019,17.185
24/04/2019,9.88
24/04/2019,31.99
24/04/2019,15.655
24/04/2019,17.185
25/04/2019,1.93
25/04/2019,9.726
25/04/2019,11.1475
25/04/2019,27.396
25/04/2019,1.93
26/04/2019,26.388
26/04/2019,8.661
26/04/2019,3.574
26/04/2019,21.968
26/04/2019,26.388
27/04/2019,16.4
27/04/2019,3.594
27/04/2019,0.7715
27/04/2019,12.048
27/04/2019,16.4
28/04/2019,9.285
28/04/2019,14.313
28/04/2019,1.616
28/04/2019,4.336
28/04/2019,9.285
29/04/2019,30.19
29/04/2019,4.062
29/04/2019,26.1415
29/04/2019,5.611
29/04/2019,30.19
30/04/2019,18.49
30/04/2019,28.02
30/04/2019,3.82
30/04/2019,20.736
30/04/2019,18.49
1/5/2019,9.898
1/5/2019,9.34
1/5/2019,16.2155
1/5/2019,39.48
1/5/2019,9.898
2/5/2019,20.545
2/5/2019,11.0115
2/5/2019,23.288
2/5/2019,1.537
2/5/2019,20.545
3/5/2019,7.43
3/5/2019,13.456
3/5/2019,30.2085
3/5/2019,18.792
3/5/2019,7.43
4/5/2019,1.148
4/5/2019,22.74
4/5/2019,29.8865
4/5/2019,25.5105
4/5/2019,1.148
5/5/2019,34.956
5/5/2019,8.377
5/5/2019,20.652
5/5/2019,9.0045
5/5/2019,34.956
6/5/2019,3.47
6/5/2019,22.428
6/5/2019,36.78
6/5/2019,5.679
6/5/2019,3.47
7/5/2019,9.83
7/5/2019,14.694
7/5/2019,3.626
7/5/2019,41.315
7/5/2019,9.83
8/5/2019,10.128
8/5/2019,29.475
8/5/2019,8.226
8/5/2019,31.99
8/5/2019,10.128
9/5/2019,6.06
9/5/2019,14.55
9/5/2019,2.896
9/5/2019,11.1475
9/5/2019,6.06
10/5/2019,9.989
10/5/2019,1.974
10/5/2019,5.102
10/5/2019,3.574
10/5/2019,9.989
11/5/2019,30.368
11/5/2019,1.7405
11/5/2019,11.7375
11/5/2019,0.7715
11/5/2019,30.368
12/5/2019,6.322
12/5/2019,14.796
12/5/2019,21.595
12/5/2019,1.616
12/5/2019,6.322
13/05/2019,27.072
13/05/2019,2.148
13/05/2019,35.69
13/05/2019,26.1415
13/05/2019,27.072
14/05/2019,4.9065
14/05/2019,6.924
14/05/2019,28.116
14/05/2019,3.82
14/05/2019,4.9065
15/05/2019,20.608
15/05/2019,4.91
15/05/2019,24.1255
15/05/2019,16.2155
15/05/2019,20.608
16/05/2019,3.6985
16/05/2019,6.483
16/05/2019,21.783
16/05/2019,23.288
16/05/2019,3.6985
17/05/2019,1.595
17/05/2019,31.78
17/05/2019,8.2005
17/05/2019,30.2085
17/05/2019,1.595
18/05/2019,6.94
18/05/2019,7.288
18/05/2019,4.03
18/05/2019,29.8865
18/05/2019,6.94
19/05/2019,9.331
19/05/2019,10.065
19/05/2019,21.51
19/05/2019,20.652
19/05/2019,9.331
20/05/2019,4.4225
20/05/2019,31.5855
20/05/2019,13.197
20/05/2019,36.78
20/05/2019,4.4225
21/05/2019,9.672
21/05/2019,19.264
21/05/2019,3.32
21/05/2019,3.626
21/05/2019,9.672
22/05/2019,7.275
22/05/2019,24.315
22/05/2019,8.64
22/05/2019,8.226
22/05/2019,7.275
23/05/2019,25.215
23/05/2019,25.683
23/05/2019,13.2945
23/05/2019,2.896
23/05/2019,25.215
24/05/2019,15.3225
24/05/2019,23.67
24/05/2019,21.036
24/05/2019,5.102
24/05/2019,15.3225
25/05/2019,4.785
25/05/2019,21.8425
25/05/2019,1.676
25/05/2019,11.7375
25/05/2019,4.785
26/05/2019,31.759
26/05/2019,5.408
26/05/2019,8.767
26/05/2019,21.595
26/05/2019,31.759
27/05/2019,10.7275
27/05/2019,12.438
27/05/2019,22.09
27/05/2019,35.69
27/05/2019,10.7275
28/05/2019,18.998
28/05/2019,31.311
28/05/2019,11.2005
28/05/2019,28.116
28/05/2019,18.998
29/05/2019,34.8425
29/05/2019,48.75
29/05/2019,23.5325
29/05/2019,24.1255
29/05/2019,34.8425
30/05/2019,20.4365
30/05/2019,24.164
30/05/2019,35.1315
30/05/2019,21.783
30/05/2019,20.4365
31/05/2019,2.5735
31/05/2019,4.848
31/05/2019,33.512
31/05/2019,8.2005
31/05/2019,2.5735
1/6/2019,13.715
1/6/2019,9.885
1/6/2019,9.658
1/6/2019,4.03
1/6/2019,13.715
2/6/2019,9.8475
2/6/2019,36.2115
2/6/2019,19.884
2/6/2019,21.51
2/6/2019,9.8475
3/6/2019,3.473
3/6/2019,39.7755
3/6/2019,3.406
3/6/2019,13.197
3/6/2019,3.473
4/6/2019,17.98
4/6/2019,25.1195
4/6/2019,15.655
4/6/2019,3.32
4/6/2019,17.98
5/6/2019,6.8565
5/6/2019,8.6
5/6/2019,27.396
5/6/2019,8.64
5/6/2019,6.8565
6/6/2019,24.951
6/6/2019,3.449
6/6/2019,21.968
6/6/2019,13.2945
6/6/2019,24.951
7/6/2019,11.232
7/6/2019,6.248
7/6/2019,12.048
7/6/2019,21.036
7/6/2019,11.232
8/6/2019,6.287
8/6/2019,3.855
8/6/2019,4.336
8/6/2019,1.676
8/6/2019,6.287
9/6/2019,24.513
9/6/2019,24.186
9/6/2019,5.611
9/6/2019,8.767
9/6/2019,24.513
10/6/2019,22.8525
10/6/2019,15.106
10/6/2019,20.736
10/6/2019,22.09
10/6/2019,22.8525
11/6/2019,7.842
11/6/2019,34.9335
11/6/2019,39.48
11/6/2019,11.2005
11/6/2019,7.842
12/6/2019,5.986
12/6/2019,6.2325
12/6/2019,1.537
12/6/2019,23.5325
12/6/2019,5.986
13/06/2019,27.18
13/06/2019,39.48
13/06/2019,18.792
13/06/2019,35.1315
13/06/2019,27.18
14/06/2019,44.1405
14/06/2019,8.92
14/06/2019,25.5105
14/06/2019,33.512
14/06/2019,44.1405
15/06/2019,7.629
15/06/2019,25.011
15/06/2019,9.0045
15/06/2019,9.658
15/06/2019,7.629
16/06/2019,34.672
16/06/2019,1.791
16/06/2019,5.679
16/06/2019,19.884
16/06/2019,34.672
17/06/2019,11.475
17/06/2019,6.807
17/06/2019,41.315
17/06/2019,3.406
17/06/2019,11.475
18/06/2019,7.3395
18/06/2019,5.244
18/06/2019,31.99
18/06/2019,15.655
18/06/2019,7.3395
19/06/2019,7.08
19/06/2019,8.946
19/06/2019,11.1475
19/06/2019,27.396
19/06/2019,7.08
20/06/2019,5.8345
20/06/2019,40.7835
20/06/2019,3.574
20/06/2019,21.968
20/06/2019,5.8345
21/06/2019,3.698
21/06/2019,6.618
21/06/2019,0.7715
21/06/2019,12.048
21/06/2019,3.698
22/06/2019,4.897
22/06/2019,12.8695
22/06/2019,1.616
22/06/2019,4.336
22/06/2019,4.897
23/06/2019,14.61
23/06/2019,4.668
23/06/2019,26.1415
23/06/2019,5.611
23/06/2019,14.61
24/06/2019,26.244
24/06/2019,11.4
24/06/2019,3.82
24/06/2019,20.736
24/06/2019,26.244
25/06/2019,4.602
25/06/2019,8.3355
25/06/2019,16.2155
25/06/2019,39.48
25/06/2019,4.602
26/06/2019,3.794
26/06/2019,34.87
26/06/2019,23.288
26/06/2019,1.537
26/06/2019,3.794
27/06/2019,4.036
27/06/2019,19.452
27/06/2019,30.2085
27/06/2019,18.792
27/06/2019,4.036
28/06/2019,5.631
28/06/2019,18.263
28/06/2019,29.8865
28/06/2019,25.5105
28/06/2019,5.631
29/06/2019,3.56
29/06/2019,4.464
29/06/2019,20.652
29/06/2019,9.0045
29/06/2019,3.56
30/06/2019,7.762
30/06/2019,8.4
30/06/2019,36.78
30/06/2019,5.679
30/06/2019,7.762
1/7/2019,14.71
1/7/2019,0.985
1/7/2019,3.626
1/7/2019,41.315
1/7/2019,14.71
2/7/2019,27.4275
2/7/2019,26.558
2/7/2019,8.226
2/7/2019,31.99
2/7/2019,27.4275
3/7/2019,12.885
3/7/2019,2.686
3/7/2019,2.896
3/7/2019,11.1475
3/7/2019,12.885
4/7/2019,19.818
4/7/2019,40.975
4/7/2019,5.102
4/7/2019,3.574
4/7/2019,19.818
5/7/2019,8.5905
5/7/2019,28.42
5/7/2019,11.7375
5/7/2019,0.7715
5/7/2019,8.5905
6/7/2019,24.4395
6/7/2019,29.38
6/7/2019,21.595
6/7/2019,1.616
6/7/2019,24.4395
7/7/2019,26.208
7/7/2019,36.624
7/7/2019,35.69
7/7/2019,26.1415
7/7/2019,26.208
8/7/2019,6.663
8/7/2019,42.282
8/7/2019,28.116
8/7/2019,3.82
8/7/2019,6.663
9/7/2019,6.762
9/7/2019,19.4635
9/7/2019,24.1255
9/7/2019,16.2155
9/7/2019,6.762
10/7/2019,5.622
10/7/2019,4.2415
10/7/2019,21.783
10/7/2019,23.288
10/7/2019,5.622
11/7/2019,7.204
11/7/2019,7.163
11/7/2019,8.2005
11/7/2019,30.2085
11/7/2019,7.204
12/7/2019,49.26
12/7/2019,3.769
12/7/2019,4.03
12/7/2019,29.8865
12/7/2019,49.26
13/07/2019,12.498
13/07/2019,12.668
13/07/2019,21.51
13/07/2019,20.652
13/07/2019,12.498
14/07/2019,10.863
14/07/2019,1.921
14/07/2019,13.197
14/07/2019,36.78
14/07/2019,10.863
15/07/2019,9.711
15/07/2019,32.615
15/07/2019,3.32
15/07/2019,3.626
15/07/2019,9.711
16/07/2019,44.6
16/07/2019,2.6325
16/07/2019,8.64
16/07/2019,8.226
16/07/2019,44.6
17/07/2019,16.968
17/07/2019,5.5305
17/07/2019,13.2945
17/07/2019,2.896
17/07/2019,16.968
18/07/2019,22.353
18/07/2019,28.4305
18/07/2019,21.036
18/07/2019,5.102
18/07/2019,22.353
19/07/2019,9.925
19/07/2019,4.464
19/07/2019,1.676
19/07/2019,11.7375
19/07/2019,9.925
20/07/2019,40.605
20/07/2019,6.82
20/07/2019,8.767
20/07/2019,21.595
20/07/2019,40.605
21/07/2019,24.665
21/07/2019,8.71
21/07/2019,22.09
21/07/2019,35.69
21/07/2019,24.665
22/07/2019,29.583
22/07/2019,18.32
22/07/2019,11.2005
22/07/2019,28.116
22/07/2019,29.583
23/07/2019,27.951
23/07/2019,12.7305
23/07/2019,23.5325
23/07/2019,24.1255
23/07/2019,27.951
24/07/2019,25.893
24/07/2019,38.916
24/07/2019,35.1315
24/07/2019,21.783
24/07/2019,25.893
25/07/2019,20.51
25/07/2019,14.296
25/07/2019,33.512
25/07/2019,8.2005
25/07/2019,20.51
26/07/2019,13.335
26/07/2019,28.956
26/07/2019,9.658
26/07/2019,4.03
26/07/2019,13.335
27/07/2019,3.5455
27/07/2019,9.425
27/07/2019,19.884
27/07/2019,21.51
27/07/2019,3.5455
28/07/2019,7.239
28/07/2019,11.078
28/07/2019,3.406
28/07/2019,13.197
28/07/2019,7.239
29/07/2019,21.4775
29/07/2019,38.6
29/07/2019,15.655
29/07/2019,3.32
29/07/2019,21.4775
30/07/2019,28.4585
30/07/2019,36.065
30/07/2019,27.396
30/07/2019,8.64
30/07/2019,28.4585
31/07/2019,12.06
31/07/2019,25.552
31/07/2019,21.968
31/07/2019,13.2945
31/07/2019,12.06
1/8/2019,6.354
1/8/2019,2.6725
1/8/2019,12.048
1/8/2019,21.036
1/8/2019,6.354
2/8/2019,12.854
2/8/2019,11.1
2/8/2019,4.336
2/8/2019,1.676
2/8/2019,12.854
3/8/2019,6.951
3/8/2019,38.184
3/8/2019,5.611
3/8/2019,8.767
3/8/2019,6.951
4/8/2019,4.083
4/8/2019,11.409
4/8/2019,20.736
4/8/2019,22.09
4/8/2019,4.083
5/8/2019,15.536
5/8/2019,4.107
5/8/2019,39.48
5/8/2019,11.2005
5/8/2019,15.536
6/8/2019,9.298
6/8/2019,19.128
6/8/2019,1.537
6/8/2019,23.5325
6/8/2019,9.298
7/8/2019,3.616
7/8/2019,3.429
7/8/2019,18.792
7/8/2019,35.1315
7/8/2019,3.616
8/8/2019,9.459
8/8/2019,19.108
8/8/2019,25.5105
8/8/2019,33.512
8/8/2019,9.459
9/8/2019,10.342
9/8/2019,30.0545
9/8/2019,9.0045
9/8/2019,9.658
9/8/2019,10.342
10/8/2019,7.851
10/8/2019,23.7965
10/8/2019,5.679
10/8/2019,19.884
10/8/2019,7.851
11/8/2019,10.765
11/8/2019,2.621
11/8/2019,41.315
11/8/2019,3.406
11/8/2019,10.765
12/8/2019,29.805
12/8/2019,6.565
12/8/2019,31.99
12/8/2019,15.655
12/8/2019,29.805
13/08/2019,3.655
13/08/2019,7.215
13/08/2019,11.1475
13/08/2019,27.396
13/08/2019,3.655
14/08/2019,13.959
14/08/2019,22.8585
14/08/2019,3.574
14/08/2019,21.968
14/08/2019,13.959
15/08/2019,8.484
15/08/2019,4.669
15/08/2019,0.7715
15/08/2019,12.048
15/08/2019,8.484
16/08/2019,2.279
16/08/2019,6.3125
16/08/2019,1.616
16/08/2019,4.336
16/08/2019,2.279
17/08/2019,11.28
17/08/2019,39.5415
17/08/2019,34.392
17/08/2019,5.611
17/08/2019,11.28
18/08/2019,14.52
18/08/2019,8.72
18/08/2019,4.434
18/08/2019,20.736
18/08/2019,14.52
19/08/2019,2.223
19/08/2019,18.952
19/08/2019,35.84
19/08/2019,39.48
19/08/2019,2.223
20/08/2019,7.83
20/08/2019,1.531
20/08/2019,36.175
20/08/2019,1.537
20/08/2019,7.83
21/08/2019,20.997
21/08/2019,17.604
21/08/2019,9.183
21/08/2019,18.792
21/08/2019,20.997
22/08/2019,9.2125
22/08/2019,2.54
22/08/2019,3.711
22/08/2019,25.5105
22/08/2019,9.2125
23/08/2019,7.032
23/08/2019,26.103
23/08/2019,16.719
23/08/2019,9.0045
23/08/2019,7.032
24/08/2019,4.154
24/08/2019,28.756
24/08/2019,24.7815
24/08/2019,5.679
24/08/2019,4.154
25/08/2019,3.2495
25/08/2019,2.7475
25/08/2019,7.905
25/08/2019,41.315
25/08/2019,3.2495
26/08/2019,38.78
26/08/2019,9.0705
26/08/2019,15.148
26/08/2019,31.99
26/08/2019,38.78
27/08/2019,16.353
27/08/2019,20.6185
27/08/2019,7.935
27/08/2019,11.1475
27/08/2019,16.353
28/08/2019,18.1615
28/08/2019,2.3205
28/08/2019,3.347
28/08/2019,3.574
28/08/2019,18.1615
29/08/2019,6.35
29/08/2019,13.71
29/08/2019,29.283
29/08/2019,0.7715
29/08/2019,6.35
30/08/2019,18.7775
30/08/2019,48.685
30/08/2019,39.385
30/08/2019,1.616
30/08/2019,18.7775
31/08/2019,9.958
31/08/2019,32.41
31/08/2019,0.9165
31/08/2019,26.1415
31/08/2019,9.958
1/9/2019,1.5305
1/9/2019,4.661
1/9/2019,44.74
1/9/2019,3.82
1/9/2019,1.5305
2/9/2019,5.789
2/9/2019,2.718
2/9/2019,31.06
2/9/2019,16.2155
2/9/2019,5.789
3/9/2019,1.448
3/9/2019,3.0435
3/9/2019,7.278
3/9/2019,23.288
3/9/2019,1.448
4/9/2019,44.5365
4/9/2019,12.245
4/9/2019,22.773
4/9/2019,30.2085
4/9/2019,44.5365
5/9/2019,13.983
5/9/2019,4.639
5/9/2019,33.6015
5/9/2019,29.8865
5/9/2019,13.983
6/9/2019,4.0465
6/9/2019,21.6725
6/9/2019,20.825
6/9/2019,20.652
6/9/2019,4.0465
7/9/2019,33.725
7/9/2019,6.903
7/9/2019,22.068
7/9/2019,36.78
7/9/2019,33.725
8/9/2019,17.424
8/9/2019,12.08
8/9/2019,9.0045
8/9/2019,3.626
8/9/2019,17.424
9/9/2019,21.78
9/9/2019,23.5865
9/9/2019,39.155
9/9/2019,8.226
9/9/2019,21.78
