Date,City,Customer_type,Gender,Product line,Prix unitaire,Quantité,Total,Coût,Gain,Rating
09/09/2018,Naypyitaw,Member,Male,Electronic accessories,82.34,10,864.57,823.4,41.17,4.3
09/09/2018,Naypyitaw,Member,Male,Fashion accessories,35.19,10,369.495,351.9,17.595,8.4
10/09/2018,Naypyitaw,Normal,Female,Sports and travel,14.39,2,30.219,28.78,1.439,7.2
10/09/2018,Naypyitaw,Member,Male,Food and beverages,17.04,4,71.568,68.16,3.408,7
10/09/2018,Mandalay,Member,Male,Health and beauty,75.37,8,633.108,602.96,30.148,8.4
10/09/2018,Naypyitaw,Normal,Female,Sports and travel,14.39,2,30.219,28.78,1.439,7.2
11/09/2018,Yangon,Normal,Male,Home and lifestyle,23.75,4,99.75,95,4.75,5.2
11/09/2018,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,343.224,326.88,16.344,6.5
11/09/2018,Yangon,Normal,Female,Food and beverages,56.56,5,296.94,282.8,14.14,4.5
11/09/2018,Yangon,Normal,Male,Home and lifestyle,23.75,4,99.75,95,4.75,5.2
12/09/2018,Yangon,Member,Male,Home and lifestyle,58.9,8,494.76,471.2,23.56,8.9
12/09/2018,Naypyitaw,Member,Male,Food and beverages,17.44,5,91.56,87.2,4.36,8.1
12/09/2018,Mandalay,Normal,Female,Sports and travel,76.6,10,804.3,766,38.3,6
12/09/2018,Yangon,Member,Male,Home and lifestyle,58.9,8,494.76,471.2,23.56,8.9
13/09/2018,Mandalay,Member,Male,Fashion accessories,32.62,4,137.004,130.48,6.524,9
13/09/2018,Mandalay,Member,Female,Sports and travel,88.43,8,742.812,707.44,35.372,4.3
13/09/2018,Yangon,Normal,Female,Electronic accessories,58.03,2,121.863,116.06,5.803,8.8
13/09/2018,Mandalay,Member,Male,Fashion accessories,32.62,4,137.004,130.48,6.524,9
14/09/2018,Yangon,Member,Male,Electronic accessories,66.35,1,69.6675,66.35,3.3175,9.7
14/09/2018,Yangon,Member,Female,Home and lifestyle,89.21,9,843.0345,802.89,40.1445,6.5
14/09/2018,Mandalay,Normal,Female,Fashion accessories,17.49,10,183.645,174.9,8.745,6.6
14/09/2018,Yangon,Member,Male,Electronic accessories,66.35,1,69.6675,66.35,3.3175,9.7
15/09/2018,Yangon,Member,Male,Home and lifestyle,25.91,6,163.233,155.46,7.773,8.7
15/09/2018,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,13.419,12.78,0.639,9.5
15/09/2018,Naypyitaw,Member,Female,Electronic accessories,60.95,1,63.9975,60.95,3.0475,5.9
15/09/2018,Yangon,Member,Male,Home and lifestyle,25.91,6,163.233,155.46,7.773,8.7
16/09/2018,Yangon,Member,Male,Electronic accessories,32.25,4,135.45,129,6.45,6.5
16/09/2018,Yangon,Normal,Female,Sports and travel,19.1,7,140.385,133.7,6.685,9.7
16/09/2018,Naypyitaw,Normal,Male,Health and beauty,40.35,1,42.3675,40.35,2.0175,6.2
16/09/2018,Yangon,Member,Male,Electronic accessories,32.25,4,135.45,129,6.45,6.5
17/09/2018,Naypyitaw,Member,Male,Electronic accessories,65.94,4,276.948,263.76,13.188,6.9
17/09/2018,Mandalay,Member,Female,Health and beauty,19.15,1,20.1075,19.15,0.9575,9.5
17/09/2018,Mandalay,Normal,Female,Home and lifestyle,97.38,10,1022.49,973.8,48.69,4.4
17/09/2018,Naypyitaw,Member,Male,Electronic accessories,65.94,4,276.948,263.76,13.188,6.9
18/09/2018,Yangon,Normal,Female,Electronic accessories,75.06,9,709.317,675.54,33.777,6.2
18/09/2018,Naypyitaw,Member,Male,Food and beverages,27.66,10,290.43,276.6,13.83,8.9
18/09/2018,Yangon,Member,Female,Food and beverages,31.84,1,33.432,31.84,1.592,7.7
18/09/2018,Yangon,Normal,Female,Electronic accessories,75.06,9,709.317,675.54,33.777,6.2
19/09/2018,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,69.09,65.8,3.29,5.6
19/09/2018,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,144.081,137.22,6.861,6.5
19/09/2018,Yangon,Normal,Male,Home and lifestyle,65.82,1,69.111,65.82,3.291,4.1
19/09/2018,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,69.09,65.8,3.29,5.6
20/09/2018,Mandalay,Member,Female,Fashion accessories,38.3,4,160.86,153.2,7.66,5.7
20/09/2018,Mandalay,Member,Female,Health and beauty,27.07,1,28.4235,27.07,1.3535,5.3
20/09/2018,Yangon,Member,Female,Fashion accessories,88.34,7,649.299,618.38,30.919,6.6
20/09/2018,Mandalay,Member,Female,Fashion accessories,38.3,4,160.86,153.2,7.66,5.7
21/09/2018,Yangon,Member,Female,Sports and travel,22.24,10,233.52,222.4,11.12,4.2
21/09/2018,Mandalay,Member,Female,Sports and travel,39.12,1,41.076,39.12,1.956,9.6
21/09/2018,Yangon,Member,Female,Health and beauty,74.69,7,548.9715,522.83,26.1415,9.1
21/09/2018,Yangon,Member,Female,Sports and travel,22.24,10,233.52,222.4,11.12,4.2
22/09/2018,Mandalay,Normal,Male,Sports and travel,54.45,1,57.1725,54.45,2.7225,7.9
22/09/2018,Mandalay,Normal,Female,Electronic accessories,74.71,6,470.673,448.26,22.413,6.7
22/09/2018,Naypyitaw,Normal,Female,Electronic accessories,15.28,5,80.22,76.4,3.82,9.6
22/09/2018,Mandalay,Normal,Male,Sports and travel,54.45,1,57.1725,54.45,2.7225,7.9
23/09/2018,Yangon,Member,Female,Sports and travel,98.4,7,723.24,688.8,34.44,8.7
23/09/2018,Mandalay,Normal,Male,Electronic accessories,22.01,6,138.663,132.06,6.603,7.6
23/09/2018,Yangon,Normal,Female,Home and lifestyle,46.33,7,340.5255,324.31,16.2155,7.4
23/09/2018,Yangon,Member,Female,Sports and travel,98.4,7,723.24,688.8,34.44,8.7
24/09/2018,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,148.974,141.88,7.094,6.9
24/09/2018,Yangon,Normal,Female,Food and beverages,63.61,5,333.9525,318.05,15.9025,4.8
24/09/2018,Yangon,Member,Female,Health and beauty,58.22,8,489.048,465.76,23.288,8.4
24/09/2018,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,148.974,141.88,7.094,6.9
25/09/2018,Mandalay,Member,Female,Food and beverages,74.6,10,783.3,746,37.3,9.5
25/09/2018,Yangon,Normal,Male,Health and beauty,25,1,26.25,25,1.25,5.5
25/09/2018,Yangon,Normal,Female,Sports and travel,86.31,7,634.3785,604.17,30.2085,5.3
25/09/2018,Mandalay,Member,Female,Food and beverages,74.6,10,783.3,746,37.3,9.5
26/09/2018,Yangon,Member,Male,Home and lifestyle,70.74,4,297.108,282.96,14.148,4.4
26/09/2018,Yangon,Member,Male,Electronic accessories,20.77,4,87.234,83.08,4.154,4.7
26/09/2018,Naypyitaw,Normal,Female,Electronic accessories,85.39,7,627.6165,597.73,29.8865,4.1
26/09/2018,Yangon,Member,Male,Home and lifestyle,70.74,4,297.108,282.96,14.148,4.4
27/09/2018,Yangon,Member,Female,Home and lifestyle,35.54,10,373.17,355.4,17.77,7
27/09/2018,Mandalay,Member,Female,Fashion accessories,29.56,5,155.19,147.8,7.39,6.9
27/09/2018,Yangon,Member,Female,Electronic accessories,68.84,6,433.692,413.04,20.652,5.8
27/09/2018,Yangon,Member,Female,Home and lifestyle,35.54,10,373.17,355.4,17.77,7
28/09/2018,Mandalay,Normal,Female,Sports and travel,67.43,5,354.0075,337.15,16.8575,6.3
28/09/2018,Mandalay,Member,Female,Food and beverages,77.4,9,731.43,696.6,34.83,4.5
28/09/2018,Naypyitaw,Normal,Female,Home and lifestyle,73.56,10,772.38,735.6,36.78,8
28/09/2018,Mandalay,Normal,Female,Sports and travel,67.43,5,354.0075,337.15,16.8575,6.3
29/09/2018,Naypyitaw,Member,Female,Health and beauty,21.12,2,44.352,42.24,2.112,9.7
29/09/2018,Mandalay,Normal,Male,Electronic accessories,79.39,10,833.595,793.9,39.695,6.2
29/09/2018,Yangon,Member,Female,Health and beauty,36.26,2,76.146,72.52,3.626,7.2
29/09/2018,Naypyitaw,Member,Female,Health and beauty,21.12,2,44.352,42.24,2.112,9.7
30/09/2018,Yangon,Member,Female,Home and lifestyle,21.54,9,203.553,193.86,9.693,8.8
30/09/2018,Naypyitaw,Member,Female,Electronic accessories,46.57,10,488.985,465.7,23.285,7.6
30/09/2018,Mandalay,Member,Female,Food and beverages,54.84,3,172.746,164.52,8.226,5.9
30/09/2018,Yangon,Member,Female,Home and lifestyle,21.54,9,203.553,193.86,9.693,8.8
01/10/2018,Yangon,Normal,Female,Home and lifestyle,12.03,2,25.263,24.06,1.203,5.1
01/10/2018,Naypyitaw,Normal,Male,Food and beverages,35.89,1,37.6845,35.89,1.7945,7.9
01/10/2018,Mandalay,Member,Female,Fashion accessories,14.48,4,60.816,57.92,2.896,4.5
01/10/2018,Yangon,Normal,Female,Home and lifestyle,12.03,2,25.263,24.06,1.203,5.1
02/10/2018,Mandalay,Normal,Female,Health and beauty,99.71,6,628.173,598.26,29.913,7.9
02/10/2018,Naypyitaw,Normal,Male,Food and beverages,40.52,5,212.73,202.6,10.13,4.5
02/10/2018,Mandalay,Member,Male,Electronic accessories,25.51,4,107.142,102.04,5.102,6.8
02/10/2018,Mandalay,Normal,Female,Health and beauty,99.71,6,628.173,598.26,29.913,7.9
03/10/2018,Mandalay,Normal,Male,Fashion accessories,47.97,7,352.5795,335.79,16.7895,6.2
03/10/2018,Mandalay,Member,Female,Food and beverages,73.05,10,767.025,730.5,36.525,8.7
03/10/2018,Yangon,Normal,Female,Electronic accessories,46.95,5,246.4875,234.75,11.7375,7.1
03/10/2018,Mandalay,Normal,Male,Fashion accessories,47.97,7,352.5795,335.79,16.7895,6.2
04/10/2018,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,229.11,218.2,10.91,7.1
04/10/2018,Naypyitaw,Normal,Female,Sports and travel,73.95,4,310.59,295.8,14.79,6.1
04/10/2018,Yangon,Normal,Female,Food and beverages,43.19,10,453.495,431.9,21.595,8.2
04/10/2018,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,229.11,218.2,10.91,7.1
05/10/2018,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,400.764,381.68,19.084,6.4
05/10/2018,Naypyitaw,Member,Female,Food and beverages,22.62,1,23.751,22.62,1.131,6.4
05/10/2018,Yangon,Normal,Female,Health and beauty,71.38,10,749.49,713.8,35.69,5.7
05/10/2018,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,400.764,381.68,19.084,6.4
06/10/2018,Naypyitaw,Member,Male,Fashion accessories,70.99,10,745.395,709.9,35.495,5.7
06/10/2018,Yangon,Member,Male,Food and beverages,51.34,5,269.535,256.7,12.835,9.1
06/10/2018,Mandalay,Member,Female,Sports and travel,93.72,6,590.436,562.32,28.116,4.5
06/10/2018,Naypyitaw,Member,Male,Fashion accessories,70.99,10,745.395,709.9,35.495,5.7
07/10/2018,Yangon,Member,Male,Sports and travel,44.02,10,462.21,440.2,22.01,9.6
07/10/2018,Naypyitaw,Member,Female,Sports and travel,54.55,10,572.775,545.5,27.275,7.1
07/10/2018,Yangon,Member,Female,Health and beauty,68.93,7,506.6355,482.51,24.1255,4.6
07/10/2018,Yangon,Member,Male,Sports and travel,44.02,10,462.21,440.2,22.01,9.6
08/10/2018,Yangon,Normal,Female,Home and lifestyle,69.96,8,587.664,559.68,27.984,6.4
08/10/2018,Naypyitaw,Member,Female,Health and beauty,37.15,7,273.0525,260.05,13.0025,7.7
08/10/2018,Yangon,Normal,Male,Sports and travel,72.61,6,457.443,435.66,21.783,6.9
08/10/2018,Yangon,Normal,Female,Home and lifestyle,69.96,8,587.664,559.68,27.984,6.4
09/10/2018,Naypyitaw,Normal,Male,Home and lifestyle,37,1,38.85,37,1.85,7.9
09/10/2018,Mandalay,Normal,Male,Sports and travel,37.02,6,233.226,222.12,11.106,4.5
09/10/2018,Yangon,Normal,Female,Food and beverages,54.67,3,172.2105,164.01,8.2005,8.6
09/10/2018,Naypyitaw,Normal,Male,Home and lifestyle,37,1,38.85,37,1.85,7.9
10/10/2018,Yangon,Normal,Female,Sports and travel,15.34,1,16.107,15.34,0.767,6.5
10/10/2018,Naypyitaw,Normal,Male,Food and beverages,21.58,1,22.659,21.58,1.079,7.2
10/10/2018,Mandalay,Normal,Female,Home and lifestyle,40.3,2,84.63,80.6,4.03,4.4
10/10/2018,Yangon,Normal,Female,Sports and travel,15.34,1,16.107,15.34,0.767,6.5
11/10/2018,Yangon,Member,Male,Health and beauty,99.83,6,628.929,598.98,29.949,8.5
11/10/2018,Naypyitaw,Member,Female,Electronic accessories,98.84,1,103.782,98.84,4.942,8.4
11/10/2018,Naypyitaw,Member,Female,Electronic accessories,86.04,5,451.71,430.2,21.51,4.8
11/10/2018,Yangon,Member,Male,Health and beauty,99.83,6,628.929,598.98,29.949,8.5
12/10/2018,Yangon,Member,Female,Health and beauty,47.67,4,200.214,190.68,9.534,9.1
12/10/2018,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,527.751,502.62,25.131,5.4
12/10/2018,Mandalay,Normal,Female,Health and beauty,87.98,3,277.137,263.94,13.197,5.1
12/10/2018,Yangon,Member,Female,Health and beauty,47.67,4,200.214,190.68,9.534,9.1
13/10/2018,Mandalay,Normal,Male,Health and beauty,66.68,5,350.07,333.4,16.67,7.6
13/10/2018,Yangon,Member,Female,Sports and travel,40.05,4,168.21,160.2,8.01,9.7
13/10/2018,Mandalay,Normal,Female,Home and lifestyle,33.2,2,69.72,66.4,3.32,4.4
13/10/2018,Mandalay,Normal,Male,Health and beauty,66.68,5,350.07,333.4,16.67,7.6
14/10/2018,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,78.603,74.86,3.743,6.9
14/10/2018,Yangon,Member,Male,Fashion accessories,43.13,10,452.865,431.3,21.565,5.5
14/10/2018,Yangon,Normal,Male,Electronic accessories,34.56,5,181.44,172.8,8.64,9.9
14/10/2018,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,78.603,74.86,3.743,6.9
15/10/2018,Naypyitaw,Normal,Female,Sports and travel,23.75,9,224.4375,213.75,10.6875,9.5
15/10/2018,Mandalay,Member,Male,Health and beauty,72.57,8,609.588,580.56,29.028,4.6
15/10/2018,Yangon,Member,Female,Sports and travel,88.63,3,279.1845,265.89,13.2945,6
15/10/2018,Naypyitaw,Normal,Female,Sports and travel,23.75,9,224.4375,213.75,10.6875,9.5
16/10/2018,Mandalay,Normal,Female,Food and beverages,48.51,7,356.5485,339.57,16.9785,5.2
16/10/2018,Yangon,Member,Female,Electronic accessories,64.44,5,338.31,322.2,16.11,6.6
16/10/2018,Yangon,Member,Female,Home and lifestyle,52.59,8,441.756,420.72,21.036,8.5
16/10/2018,Mandalay,Normal,Female,Food and beverages,48.51,7,356.5485,339.57,16.9785,5.2
17/10/2018,Yangon,Member,Female,Home and lifestyle,94.88,7,697.368,664.16,33.208,4.2
17/10/2018,Yangon,Normal,Male,Health and beauty,65.18,3,205.317,195.54,9.777,6.3
17/10/2018,Mandalay,Normal,Male,Fashion accessories,33.52,1,35.196,33.52,1.676,6.7
17/10/2018,Yangon,Member,Female,Home and lifestyle,94.88,7,697.368,664.16,33.208,4.2
18/10/2018,Mandalay,Member,Male,Electronic accessories,40.3,10,423.15,403,20.15,7
18/10/2018,Yangon,Normal,Female,Sports and travel,33.26,5,174.615,166.3,8.315,4.2
18/10/2018,Yangon,Normal,Female,Fashion accessories,87.67,2,184.107,175.34,8.767,7.7
18/10/2018,Mandalay,Member,Male,Electronic accessories,40.3,10,423.15,403,20.15,7
19/10/2018,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,204.6975,194.95,9.7475,6
19/10/2018,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,353.094,336.28,16.814,4.4
19/10/2018,Mandalay,Normal,Female,Food and beverages,88.36,5,463.89,441.8,22.09,9.6
19/10/2018,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,204.6975,194.95,9.7475,6
20/10/2018,Yangon,Member,Female,Electronic accessories,62.48,1,65.604,62.48,3.124,4.7
20/10/2018,Mandalay,Normal,Male,Sports and travel,34.37,10,360.885,343.7,17.185,6.7
20/10/2018,Yangon,Normal,Female,Health and beauty,24.89,9,235.2105,224.01,11.2005,7.4
20/10/2018,Yangon,Member,Female,Electronic accessories,62.48,1,65.604,62.48,3.124,4.7
21/10/2018,Yangon,Member,Female,Food and beverages,36.36,2,76.356,72.72,3.636,7.1
21/10/2018,Yangon,Normal,Male,Electronic accessories,38.6,1,40.53,38.6,1.93,6.7
21/10/2018,Mandalay,Normal,Female,Fashion accessories,94.13,5,494.1825,470.65,23.5325,4.8
21/10/2018,Yangon,Member,Female,Food and beverages,36.36,2,76.356,72.72,3.636,7.1
22/10/2018,Mandalay,Normal,Male,Health and beauty,18.11,10,190.155,181.1,9.055,5.9
22/10/2018,Naypyitaw,Normal,Male,Food and beverages,65.97,8,554.148,527.76,26.388,8.4
22/10/2018,Mandalay,Member,Female,Sports and travel,78.07,9,737.7615,702.63,35.1315,4.5
22/10/2018,Mandalay,Normal,Male,Health and beauty,18.11,10,190.155,181.1,9.055,5.9
23/10/2018,Naypyitaw,Member,Female,Electronic accessories,51.92,5,272.58,259.6,12.98,7.5
23/10/2018,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,344.4,328,16.4,6.2
23/10/2018,Mandalay,Normal,Female,Sports and travel,83.78,8,703.752,670.24,33.512,5.1
23/10/2018,Naypyitaw,Member,Female,Electronic accessories,51.92,5,272.58,259.6,12.98,7.5
24/10/2018,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,121.128,115.36,5.768,6.4
24/10/2018,Yangon,Normal,Male,Sports and travel,37.14,5,194.985,185.7,9.285,5
24/10/2018,Yangon,Normal,Female,Health and beauty,96.58,2,202.818,193.16,9.658,5.1
24/10/2018,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,121.128,115.36,5.768,6.4
25/10/2018,Yangon,Member,Male,Home and lifestyle,78.38,6,493.794,470.28,23.514,5.8
25/10/2018,Mandalay,Member,Male,Home and lifestyle,60.38,10,633.99,603.8,30.19,6
25/10/2018,Naypyitaw,Member,Female,Food and beverages,99.42,4,417.564,397.68,19.884,7.5
25/10/2018,Yangon,Member,Male,Home and lifestyle,78.38,6,493.794,470.28,23.514,5.8
26/10/2018,Yangon,Member,Male,Home and lifestyle,60.01,4,252.042,240.04,12.002,4.5
26/10/2018,Naypyitaw,Member,Female,Sports and travel,36.98,10,388.29,369.8,18.49,7
26/10/2018,Naypyitaw,Member,Female,Sports and travel,68.12,1,71.526,68.12,3.406,6.8
26/10/2018,Yangon,Member,Male,Home and lifestyle,60.01,4,252.042,240.04,12.002,4.5
27/10/2018,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,93.0405,88.61,4.4305,7.7
27/10/2018,Mandalay,Member,Female,Sports and travel,49.49,4,207.858,197.96,9.898,6.6
27/10/2018,Yangon,Member,Male,Sports and travel,62.62,5,328.755,313.1,15.655,7
27/10/2018,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,93.0405,88.61,4.4305,7.7
28/10/2018,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,209.622,199.64,9.982,6.7
28/10/2018,Mandalay,Normal,Female,Fashion accessories,41.09,10,431.445,410.9,20.545,7.3
28/10/2018,Yangon,Normal,Female,Electronic accessories,60.88,9,575.316,547.92,27.396,4.7
28/10/2018,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,209.622,199.64,9.982,6.7
29/10/2018,Mandalay,Member,Male,Health and beauty,39.01,1,40.9605,39.01,1.9505,4.7
29/10/2018,Yangon,Normal,Male,Fashion accessories,37.15,4,156.03,148.6,7.43,8.3
29/10/2018,Naypyitaw,Normal,Female,Health and beauty,54.92,8,461.328,439.36,21.968,7.6
29/10/2018,Mandalay,Member,Male,Health and beauty,39.01,1,40.9605,39.01,1.9505,4.7
30/10/2018,Naypyitaw,Normal,Male,Food and beverages,48.61,1,51.0405,48.61,2.4305,4.4
30/10/2018,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,24.108,22.96,1.148,4.3
30/10/2018,Mandalay,Member,Male,Home and lifestyle,30.12,8,253.008,240.96,12.048,7.7
30/10/2018,Naypyitaw,Normal,Male,Food and beverages,48.61,1,51.0405,48.61,2.4305,4.4
31/10/2018,Yangon,Normal,Female,Electronic accessories,51.19,4,214.998,204.76,10.238,4.7
31/10/2018,Mandalay,Member,Female,Home and lifestyle,77.68,9,734.076,699.12,34.956,9.8
31/10/2018,Mandalay,Member,Female,Home and lifestyle,86.72,1,91.056,86.72,4.336,7.9
31/10/2018,Yangon,Normal,Female,Electronic accessories,51.19,4,214.998,204.76,10.238,4.7
01/11/2018,Mandalay,Normal,Female,Electronic accessories,14.96,8,125.664,119.68,5.984,8.6
01/11/2018,Mandalay,Normal,Female,Fashion accessories,34.7,2,72.87,69.4,3.47,8.2
01/11/2018,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,117.831,112.22,5.611,6.3
01/11/2018,Mandalay,Normal,Female,Electronic accessories,14.96,8,125.664,119.68,5.984,8.6
02/11/2018,Yangon,Member,Male,Electronic accessories,72.2,7,530.67,505.4,25.27,4.3
02/11/2018,Yangon,Member,Female,Fashion accessories,19.66,10,206.43,196.6,9.83,7.2
02/11/2018,Mandalay,Member,Female,Sports and travel,69.12,6,435.456,414.72,20.736,5.6
02/11/2018,Yangon,Member,Male,Electronic accessories,72.2,7,530.67,505.4,25.27,4.3
03/11/2018,Yangon,Normal,Female,Sports and travel,40.23,7,295.6905,281.61,14.0805,9.6
03/11/2018,Mandalay,Member,Female,Health and beauty,25.32,8,212.688,202.56,10.128,8.7
03/11/2018,Naypyitaw,Member,Female,Food and beverages,98.7,8,829.08,789.6,39.48,7.6
03/11/2018,Yangon,Normal,Female,Sports and travel,40.23,7,295.6905,281.61,14.0805,9.6
04/11/2018,Yangon,Member,Female,Home and lifestyle,88.79,8,745.836,710.32,35.516,4.1
04/11/2018,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,127.26,121.2,6.06,8.4
04/11/2018,Naypyitaw,Member,Male,Health and beauty,15.37,2,32.277,30.74,1.537,7.2
04/11/2018,Yangon,Member,Female,Home and lifestyle,88.79,8,745.836,710.32,35.516,4.1
05/11/2018,Yangon,Member,Female,Electronic accessories,26.48,3,83.412,79.44,3.972,4.7
05/11/2018,Mandalay,Normal,Male,Fashion accessories,99.89,2,209.769,199.78,9.989,7.1
05/11/2018,Mandalay,Member,Female,Electronic accessories,93.96,4,394.632,375.84,18.792,9.5
05/11/2018,Yangon,Member,Female,Electronic accessories,26.48,3,83.412,79.44,3.972,4.7
06/11/2018,Yangon,Normal,Female,Fashion accessories,81.91,2,172.011,163.82,8.191,7.8
06/11/2018,Mandalay,Normal,Male,Sports and travel,75.92,8,637.728,607.36,30.368,5.5
06/11/2018,Mandalay,Member,Male,Health and beauty,56.69,9,535.7205,510.21,25.5105,8.4
06/11/2018,Yangon,Normal,Female,Fashion accessories,81.91,2,172.011,163.82,8.191,7.8
07/11/2018,Mandalay,Member,Male,Sports and travel,79.93,6,503.559,479.58,23.979,5.5
07/11/2018,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,132.762,126.44,6.322,8.5
07/11/2018,Mandalay,Member,Female,Food and beverages,20.01,9,189.0945,180.09,9.0045,4.1
07/11/2018,Mandalay,Member,Male,Sports and travel,79.93,6,503.559,479.58,23.979,5.5
08/11/2018,Naypyitaw,Member,Male,Fashion accessories,69.33,2,145.593,138.66,6.933,9.7
08/11/2018,Naypyitaw,Normal,Female,Food and beverages,90.24,6,568.512,541.44,27.072,6.2
08/11/2018,Mandalay,Member,Male,Electronic accessories,18.93,6,119.259,113.58,5.679,8.1
08/11/2018,Naypyitaw,Member,Male,Fashion accessories,69.33,2,145.593,138.66,6.933,9.7
09/11/2018,Yangon,Member,Female,Food and beverages,14.23,5,74.7075,71.15,3.5575,4.4
09/11/2018,Mandalay,Member,Female,Sports and travel,98.13,1,103.0365,98.13,4.9065,8.9
09/11/2018,Naypyitaw,Member,Female,Fashion accessories,82.63,10,867.615,826.3,41.315,7.9
09/11/2018,Yangon,Member,Female,Food and beverages,14.23,5,74.7075,71.15,3.5575,4.4
10/11/2018,Yangon,Member,Female,Health and beauty,15.55,9,146.9475,139.95,6.9975,5
10/11/2018,Yangon,Member,Female,Sports and travel,51.52,8,432.768,412.16,20.608,9.6
10/11/2018,Naypyitaw,Member,Male,Food and beverages,91.4,7,671.79,639.8,31.99,9.5
10/11/2018,Yangon,Member,Female,Health and beauty,15.55,9,146.9475,139.95,6.9975,5
11/11/2018,Naypyitaw,Member,Female,Electronic accessories,78.13,10,820.365,781.3,39.065,4.4
11/11/2018,Mandalay,Member,Male,Sports and travel,73.97,1,77.6685,73.97,3.6985,5.4
11/11/2018,Yangon,Member,Female,Food and beverages,44.59,5,234.0975,222.95,11.1475,8.5
11/11/2018,Naypyitaw,Member,Female,Electronic accessories,78.13,10,820.365,781.3,39.065,4.4
12/11/2018,Naypyitaw,Member,Male,Food and beverages,99.37,2,208.677,198.74,9.937,5.2
12/11/2018,Naypyitaw,Member,Female,Fashion accessories,31.9,1,33.495,31.9,1.595,9.1
12/11/2018,Mandalay,Member,Female,Fashion accessories,17.87,4,75.054,71.48,3.574,6.5
12/11/2018,Naypyitaw,Member,Male,Food and beverages,99.37,2,208.677,198.74,9.937,5.2
13/11/2018,Naypyitaw,Member,Female,Food and beverages,21.08,3,66.402,63.24,3.162,7.3
13/11/2018,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,145.74,138.8,6.94,9
13/11/2018,Naypyitaw,Member,Male,Fashion accessories,15.43,1,16.2015,15.43,0.7715,6.1
13/11/2018,Naypyitaw,Member,Female,Food and beverages,21.08,3,66.402,63.24,3.162,7.3
14/11/2018,Naypyitaw,Member,Male,Electronic accessories,74.79,5,392.6475,373.95,18.6975,4.9
14/11/2018,Mandalay,Normal,Female,Sports and travel,93.31,2,195.951,186.62,9.331,6.3
14/11/2018,Mandalay,Normal,Female,Home and lifestyle,16.16,2,33.936,32.32,1.616,6.5
14/11/2018,Naypyitaw,Member,Male,Electronic accessories,74.79,5,392.6475,373.95,18.6975,4.9
15/11/2018,Naypyitaw,Member,Female,Health and beauty,29.67,7,218.0745,207.69,10.3845,8.1
15/11/2018,Mandalay,Normal,Male,Sports and travel,88.45,1,92.8725,88.45,4.4225,9.5
15/11/2018,Yangon,Member,Female,Health and beauty,74.69,7,548.9715,522.83,26.1415,9.1
15/11/2018,Naypyitaw,Member,Female,Health and beauty,29.67,7,218.0745,207.69,10.3845,8.1
16/11/2018,Naypyitaw,Member,Male,Health and beauty,44.07,4,185.094,176.28,8.814,8.4
16/11/2018,Yangon,Member,Male,Electronic accessories,24.18,8,203.112,193.44,9.672,9.8
16/11/2018,Naypyitaw,Normal,Female,Electronic accessories,15.28,5,80.22,76.4,3.82,9.6
16/11/2018,Naypyitaw,Member,Male,Health and beauty,44.07,4,185.094,176.28,8.814,8.4
17/11/2018,Naypyitaw,Normal,Female,Food and beverages,22.93,9,216.6885,206.37,10.3185,5.5
17/11/2018,Mandalay,Member,Female,Sports and travel,48.5,3,152.775,145.5,7.275,6.7
17/11/2018,Yangon,Normal,Female,Home and lifestyle,46.33,7,340.5255,324.31,16.2155,7.4
17/11/2018,Naypyitaw,Normal,Female,Food and beverages,22.93,9,216.6885,206.37,10.3185,5.5
18/11/2018,Naypyitaw,Normal,Female,Health and beauty,39.42,1,41.391,39.42,1.971,8.4
18/11/2018,Mandalay,Normal,Female,Food and beverages,84.05,6,529.515,504.3,25.215,7.7
18/11/2018,Yangon,Member,Female,Health and beauty,58.22,8,489.048,465.76,23.288,8.4
